uberon_id,mesh_id,uberon_labels,mesh_labels
UBERON_0002957,D065838,caudal central nucleus; caudal central nucleus of oculomotor nerve; caudal central oculomotor nucleus; cc3; nucleus caudalis centralis oculomotorii; nucleus centralis nervi oculomotorii; oculomotor nerve central caudal nucleus,"anterior median oculomotor nucleus; caudal central oculomotor nucleus; central oculomotor nucleus; dorsal oculomotor nucleus; intermediate oculomotor nucleus; medial oculomotor nucleus; nervi oculomotorii, nucleus; nervi oculomotorius, nucleus; nuclear complex, oculomotor; nucleus nervi oculomotorii; nucleus nervi oculomotorius; nucleus oculomotorius; nucleus of perlia; nucleus, central oculomotor; nucleus, dorsal oculomotor; nucleus, intermediate oculomotor; nucleus, medial oculomotor; nucleus, oculomotor; nucleus, ventral oculomotor; oculomotor nuclear complex; oculomotor nucleus; oculomotor nucleus, central; oculomotor nucleus, dorsal; oculomotor nucleus, intermediate; oculomotor nucleus, medial; oculomotor nucleus, ventral; oculomotorii, nucleus nervi; oculomotorius, nucleus; oculomotorius, nucleus nervi; perlia nucleus; ventral oculomotor nucleus"
UBERON_0002959,D020644,nucleus subfascicularis; sf; subfascicular nucleus,"midline nuclear group; midline nuclei of thalamus; midline thalamic nuclei; midline thalamic nucleus; nuclear group, midline; nuclei, midline thalamic; nucleus reunien; nucleus reuniens; nucleus reuniens thalami; nucleus reuniens thalamus; nucleus, midline thalamic; nucleus, parataenial; nucleus, paratenial; nucleus, paratenial thalamic; nucleus, paraventricular thalamic; nucleus, reuniens; nucleus, reuniens thalamic; nucleus, rhomboid; nucleus, rhomboid thalamic; nucleus, rhomboidal; nucleus, subfascular; nucleus, subfascular thalamic; parataenial nucleus; paratenial nucleus; paratenial thalamic nucleus; paraventricular nucleus of thalamus; paraventricular thalamic nucleus; periventricular nuclei of thalamus; reunien, nucleus; reuniens nucleus; reuniens thalami, nucleus; reuniens thalamic nucleus; reuniens thalamus, nucleus; reuniens, nucleus; rhomboid nucleus; rhomboid thalamic nucleus; rhomboidal nucleus; subfascular nucleus; subfascular thalamic nucleus; thalami, nucleus reuniens; thalamic nuclei, midline; thalamic nucleus, midline; thalamic nucleus, paratenial; thalamic nucleus, paraventricular; thalamic nucleus, reuniens; thalamic nucleus, rhomboid; thalamic nucleus, subfascular; thalamus midline nuclei; thalamus midline nucleus; thalamus paraventricular nucleus; thalamus periventricular nuclei; thalamus, nucleus reuniens"
UBERON_0002960,D065838,c3; central nucleus of perlia; central oculomotor nucleus; nucleus nervi oculomotorii centralis; nucleus of perlia; perlia nucleus of oculomotor nerve; spitzka's nucleus,"anterior median oculomotor nucleus; caudal central oculomotor nucleus; central oculomotor nucleus; dorsal oculomotor nucleus; intermediate oculomotor nucleus; medial oculomotor nucleus; nervi oculomotorii, nucleus; nervi oculomotorius, nucleus; nuclear complex, oculomotor; nucleus nervi oculomotorii; nucleus nervi oculomotorius; nucleus oculomotorius; nucleus of perlia; nucleus, central oculomotor; nucleus, dorsal oculomotor; nucleus, intermediate oculomotor; nucleus, medial oculomotor; nucleus, oculomotor; nucleus, ventral oculomotor; oculomotor nuclear complex; oculomotor nucleus; oculomotor nucleus, central; oculomotor nucleus, dorsal; oculomotor nucleus, intermediate; oculomotor nucleus, medial; oculomotor nucleus, ventral; oculomotorii, nucleus nervi; oculomotorius, nucleus; oculomotorius, nucleus nervi; perlia nucleus; ventral oculomotor nucleus"
UBERON_0002961,D002540,archicortex; archipallium; hippocampal pallium; hippocampus; intralimbic gyrus,"allocortex; allocortices; archipallium; archipalliums; cerebral cortex; cerebral cortices; cortex cerebri; cortex cerebrus; cortex, cerebral; cortical plate; cortical plates; paleocortex; paleocortices; periallocortex; periallocortices; plate, cortical"
UBERON_0002964,D065838,"d3; dorsal nucleus of oculomotor nuclear complex; dorsal oculomotor cell column; dorsal oculomotor nucleus; nucleus nervi oculomotorii, pars dorsalis","anterior median oculomotor nucleus; caudal central oculomotor nucleus; central oculomotor nucleus; dorsal oculomotor nucleus; intermediate oculomotor nucleus; medial oculomotor nucleus; nervi oculomotorii, nucleus; nervi oculomotorius, nucleus; nuclear complex, oculomotor; nucleus nervi oculomotorii; nucleus nervi oculomotorius; nucleus oculomotorius; nucleus of perlia; nucleus, central oculomotor; nucleus, dorsal oculomotor; nucleus, intermediate oculomotor; nucleus, medial oculomotor; nucleus, oculomotor; nucleus, ventral oculomotor; oculomotor nuclear complex; oculomotor nucleus; oculomotor nucleus, central; oculomotor nucleus, dorsal; oculomotor nucleus, intermediate; oculomotor nucleus, medial; oculomotor nucleus, ventral; oculomotorii, nucleus nervi; oculomotorius, nucleus; oculomotorius, nucleus nervi; perlia nucleus; ventral oculomotor nucleus"
UBERON_0002965,D020646,anterior group of intralaminar nuclei; nuclei intralaminares rostrales; ril; rostral group of intralaminar nuclei; rostral intralaminar nuclear group; rostral intralaminar nuclei,"central dorsal nucleus; central dorsal thalamic nucleus; central lateral nucleus; central lateral thalamic nucleus; central medial nucleus; central medial thalamic nucleus; centre median nucleus; centromedian nucleus; centromedian thalamic nucleus; centrum medianum; centrum medianum, nucleus; centrum medianums; centrum medianums, nucleus; interlaminar nuclei of thalamus; intralaminar nuclear group; intralaminar nuclei, rostral; intralaminar thalamic nuclei; lateral nucleus, central; median nucleus, centre; medianum, centrum; medianum, nucleus centrum; medianums, centrum; medianums, nucleus centrum; nuclear group, intralaminar; nuclei, intralaminar thalamic; nuclei, rostral intralaminar; nucleus centrum medianum; nucleus centrum medianums; nucleus paracentrali; nucleus paracentralis; nucleus parafasciculari; nucleus parafascicularis; nucleus parafascicularis thalami; nucleus parafascicularis thalamus; nucleus, central dorsal; nucleus, central lateral; nucleus, central medial; nucleus, centre median; nucleus, centromedian; nucleus, centromedian thalamic; nucleus, intralaminar thalamic; nucleus, paracentral; nucleus, paracentral thalamic; nucleus, parafascicular; nucleus, parafascicular thalamic; paracentral nucleus; paracentral thalamic nucleus; paracentrali, nucleus; paracentralis, nucleus; parafascicular nucleus; parafascicular nucleus of the thalamus; parafascicular thalamic nucleus; parafasciculari, nucleus; parafascicularis thalami, nucleus; parafascicularis thalamus, nucleus; parafascicularis, nucleus; reticulate nuclei of thalamus; rostral intralaminar nuclei; thalami, nucleus parafascicularis; thalamic nuclei, intralaminar; thalamic nucleus, centromedian; thalamic nucleus, intralaminar; thalamic nucleus, paracentral; thalamic nucleus, parafascicular; thalamus interlaminar nuclei; thalamus reticulate nucleus; thalamus, nucleus parafascicularis"
UBERON_0002970,D065838,"i3; intermediate nucleus of oculomotor nuclear complex; intermediate oculomotor cell column; intermediate oculomotor nucleus; interoculomotor nucleus; nucleus nervi oculomotorii, pars intermedius","anterior median oculomotor nucleus; caudal central oculomotor nucleus; central oculomotor nucleus; dorsal oculomotor nucleus; intermediate oculomotor nucleus; medial oculomotor nucleus; nervi oculomotorii, nucleus; nervi oculomotorius, nucleus; nuclear complex, oculomotor; nucleus nervi oculomotorii; nucleus nervi oculomotorius; nucleus oculomotorius; nucleus of perlia; nucleus, central oculomotor; nucleus, dorsal oculomotor; nucleus, intermediate oculomotor; nucleus, medial oculomotor; nucleus, oculomotor; nucleus, ventral oculomotor; oculomotor nuclear complex; oculomotor nucleus; oculomotor nucleus, central; oculomotor nucleus, dorsal; oculomotor nucleus, intermediate; oculomotor nucleus, medial; oculomotor nucleus, ventral; oculomotorii, nucleus nervi; oculomotorius, nucleus; oculomotorius, nucleus nervi; perlia nucleus; ventral oculomotor nucleus"
UBERON_0002971,D065832,nuclei periolivares; nucleus periolivaris; peri-olivary nuclei; peri-olivary nucleus; periolivary nuclei; periolivary nucleus; periolivary region; poi; superior olivary complex periolivary region,"nuclear complex, trapezoid; nuclei, superior olivary; nucleus olivaris superior; nucleus, periolivary; nucleus, preolivary; nucleus, superior olivary; nucleus, superior paraolivary; olivary body, superior; olivary complex, superior; olivary nuclei, superior; olivary nucleus, superior; paraolivary nucleus, superior; periolivary nucleus; preolivary nucleus; superior olivary bodies; superior olivary body; superior olivary complex; superior olivary nuclei; superior olivary nucleus; superior olive; superior olives; superior paraolivary nucleus; trapezoid nuclear complex"
UBERON_0002972,D020646,central magnocellular nucleus of thalamus; central nucleus-1; centre median nucleus; centromedial thalamic nucleus; centromedian nucleus; centromedian nucleus of thalamus; centromedian thalamic nucleus; centrum medianum; centrum medianum thalami; cmn; noyau centre median of luys; nucleus centralis centralis; nucleus centralis thalami (hassler); nucleus centri mediani thalami; nucleus centromedianus; nucleus centromedianus thalami; nucleus centrum medianum,"central dorsal nucleus; central dorsal thalamic nucleus; central lateral nucleus; central lateral thalamic nucleus; central medial nucleus; central medial thalamic nucleus; centre median nucleus; centromedian nucleus; centromedian thalamic nucleus; centrum medianum; centrum medianum, nucleus; centrum medianums; centrum medianums, nucleus; interlaminar nuclei of thalamus; intralaminar nuclear group; intralaminar nuclei, rostral; intralaminar thalamic nuclei; lateral nucleus, central; median nucleus, centre; medianum, centrum; medianum, nucleus centrum; medianums, centrum; medianums, nucleus centrum; nuclear group, intralaminar; nuclei, intralaminar thalamic; nuclei, rostral intralaminar; nucleus centrum medianum; nucleus centrum medianums; nucleus paracentrali; nucleus paracentralis; nucleus parafasciculari; nucleus parafascicularis; nucleus parafascicularis thalami; nucleus parafascicularis thalamus; nucleus, central dorsal; nucleus, central lateral; nucleus, central medial; nucleus, centre median; nucleus, centromedian; nucleus, centromedian thalamic; nucleus, intralaminar thalamic; nucleus, paracentral; nucleus, paracentral thalamic; nucleus, parafascicular; nucleus, parafascicular thalamic; paracentral nucleus; paracentral thalamic nucleus; paracentrali, nucleus; paracentralis, nucleus; parafascicular nucleus; parafascicular nucleus of the thalamus; parafascicular thalamic nucleus; parafasciculari, nucleus; parafascicularis thalami, nucleus; parafascicularis thalamus, nucleus; parafascicularis, nucleus; reticulate nuclei of thalamus; rostral intralaminar nuclei; thalami, nucleus parafascicularis; thalamic nuclei, intralaminar; thalamic nucleus, centromedian; thalamic nucleus, intralaminar; thalamic nucleus, paracentral; thalamic nucleus, parafascicular; thalamus interlaminar nuclei; thalamus reticulate nucleus; thalamus, nucleus parafascicularis"
UBERON_0002973,D020534,gyrus hippocampi; gyrus parahippocampalis; gyrus parahippocampi; hippocampal convolution; hippocampal gyrus; parahippocampal gyrus,"area 27, brodmann; area 27, brodmann's; area 48, brodmann; area 48, brodmann's; brodmann area 27; brodmann area 48; brodmann's area 27; brodmann's area 48; brodmanns area 27; brodmanns area 48; gyrus hippocampi; gyrus hippocampus; gyrus parahippocampalis; gyrus, hippocampal; gyrus, parahippocampal; gyrus, posterior parahippocampal; hippocampal gyri; hippocampal gyrus; parahippocampal gyri; parahippocampal gyrus; parahippocampal gyrus uncus; parahippocampalis, gyrus; posterior parahippocampal gyri; posterior parahippocampal gyrus; presubiculum; presubiculums; uncus of parahippocampal gyrus; uncus, parahippocampal gyrus"
UBERON_0002975,D065838,"m3; medial nucleus of oculomotor nuclear complex; medial oculomotor cell column; medial oculomotor nucleus; nucleus nervi oculomotorii, pars medialis","anterior median oculomotor nucleus; caudal central oculomotor nucleus; central oculomotor nucleus; dorsal oculomotor nucleus; intermediate oculomotor nucleus; medial oculomotor nucleus; nervi oculomotorii, nucleus; nervi oculomotorius, nucleus; nuclear complex, oculomotor; nucleus nervi oculomotorii; nucleus nervi oculomotorius; nucleus oculomotorius; nucleus of perlia; nucleus, central oculomotor; nucleus, dorsal oculomotor; nucleus, intermediate oculomotor; nucleus, medial oculomotor; nucleus, oculomotor; nucleus, ventral oculomotor; oculomotor nuclear complex; oculomotor nucleus; oculomotor nucleus, central; oculomotor nucleus, dorsal; oculomotor nucleus, intermediate; oculomotor nucleus, medial; oculomotor nucleus, ventral; oculomotorii, nucleus nervi; oculomotorius, nucleus; oculomotorius, nucleus nervi; perlia nucleus; ventral oculomotor nucleus"
UBERON_0002976,D065832,nucleus preolivaris; preolivary nuclei; preolivary nucleus,"nuclear complex, trapezoid; nuclei, superior olivary; nucleus olivaris superior; nucleus, periolivary; nucleus, preolivary; nucleus, superior olivary; nucleus, superior paraolivary; olivary body, superior; olivary complex, superior; olivary nuclei, superior; olivary nucleus, superior; paraolivary nucleus, superior; periolivary nucleus; preolivary nucleus; superior olivary bodies; superior olivary body; superior olivary complex; superior olivary nuclei; superior olivary nucleus; superior olive; superior olives; superior paraolivary nucleus; trapezoid nuclear complex"
UBERON_0002977,D012686,nucleus septalis triangularis; nucleus triangularis septi; triangular nucleus of septum; triangular nucleus of the septum; triangular nucleus septum (cajal); triangular septal nucleus,"anterior commissure nucleus; bed nucleus of stria terminalis; complex, septal nuclear; complices, septal nuclear; diagonal band nucleus; dorsal septal nucleus; lateral septal nucleus; lateral septum nucleus; laterali, nucleus septalis; laterali, nucleus septi; lateralis septi, nucleus; lateralis septus, nucleus; lateralis, nucleus septalis; lateralis, nucleus septi; medial septal nucleus; medial septum nucleus; nuclear complex, septal; nuclear complices, septal; nuclei, septal; nucleus interstitialis striae terminalis; nucleus lateralis septi; nucleus lateralis septus; nucleus septalis laterali; nucleus septalis lateralis; nucleus septi laterali; nucleus septi lateralis; nucleus striae terminali; nucleus striae terminalis; nucleus triangularis septi; nucleus triangularis septus; nucleus of anterior commissure; nucleus of diagonal band; nucleus of stria terminalis; nucleus of the stria terminalis; nucleus, dorsal septal; nucleus, lateral septal; nucleus, lateral septum; nucleus, medial septal; nucleus, medial septum; nucleus, septofimbrial; nucleus, triangular septal; septal nuclear complex; septal nuclear complices; septal nuclei; septal nucleus, dorsal; septal nucleus, lateral; septal nucleus, medial; septal nucleus, triangular; septalis laterali, nucleus; septalis lateralis, nucleus; septi laterali, nucleus; septi lateralis, nucleus; septi, nucleus lateralis; septi, nucleus triangularis; septofimbrial nucleus; septum nucleus, lateral; septum nucleus, medial; septus, nucleus lateralis; septus, nucleus triangularis; stria terminalis nucleus; striae terminali, nucleus; striae terminalis, nucleus; terminali, nucleus striae; terminalis, nucleus striae; triangular septal nucleus; triangularis septi, nucleus; triangularis septus, nucleus"
